24,4,38,38,33.6,9.9,17.1,0.581,0.4,2.4,0.167,9.6,14.8,0.647,0.592,6.3,9,0.699,2.4,10.4,12.8,6,1.3,1.5,4.1,3.4,26.6,0,0,0,3,77528089
24,4,38,38,33.6,9.9,17.1,0.581,0.4,2.4,0.167,9.6,14.8,0.647,0.592,6.3,9,0.699,2.4,10.4,12.8,6,1.3,1.5,4.1,3.4,26.6,0,0,0,3,77528089
