Tyler Lydon,2018-19,22,DEN,NBA,PF,11,0,3.7,0.5,0.7,0.75,0.3,0.4,0.75,0.3,0.4,0.75,0.938,0.1,0.2,0.5,0.4,0.5,0.8,0.2,0.1,0,0.1,0.4,1.5
Trey Lyles,2018-19,23,DEN,NBA,PF,36,1,19.4,3.4,8.4,0.409,0.8,3.3,0.237,2.6,5.1,0.519,0.455,1.6,2.3,0.699,0.8,3.6,4.4,1.3,0.6,0.5,1.4,1.7,9.2
Shelvin Mack,2018-19,28,MEM,NBA,PG,38,2,23.3,2.9,6.9,0.416,0.9,2.3,0.382,2,4.6,0.434,0.481,1.1,1.6,0.7,0.3,1.6,1.9,3,0.9,0.1,1.1,1.5,7.7
Daryl Macon,2018-19,23,DAL,NBA,SG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.P. Macura,2018-19,23,CHO,NBA,SG,1,0,14,2,8,0.25,0,4,0,2,4,0.5,0.25,0,0,0,0,2,2,2,0,0,0,0,4
Ian Mahinmi,2018-19,32,WAS,NBA,C,20,6,14,1.1,2.5,0.44,0.1,0.4,0.125,1.1,2.1,0.5,0.45,1.7,2.5,0.673,1.4,2,3.4,0.6,0.6,0.5,0.6,2.7,3.9
Thon Maker,2018-19,21,MIL,NBA,C,29,0,12.4,1.8,4.1,0.425,0.8,2.6,0.32,0.9,1.6,0.6,0.525,0.7,1.2,0.528,0.5,2.4,2.9,0.5,0.2,0.6,0.3,1.7,5
Boban Marjanovic,2018-19,30,LAC,NBA,C,29,9,10.9,2.5,4.1,0.613,0,0,0,2.5,4.1,0.619,0.613,2.1,2.7,0.782,1.5,2.8,4.3,0.7,0.3,0.6,1.1,1.7,7.1
Lauri Markkanen,2018-19,21,CHI,NBA,PF,16,15,31.1,6.6,15,0.438,2.7,6.6,0.406,3.9,8.4,0.463,0.527,1.8,2.3,0.806,1.2,6.3,7.5,1.1,1.1,0.6,1.9,2.6,17.6
Jarell Martin,2018-19,24,ORL,NBA,PF,24,1,8,0.9,2.4,0.368,0.2,0.9,0.182,0.7,1.5,0.486,0.404,0.3,0.3,0.875,0.3,1.4,1.7,0.5,0.1,0.3,0.3,1,2.2
Frank Mason,2018-19,24,SAC,NBA,PG,27,0,13.2,1.9,4.7,0.397,0.3,1.6,0.205,1.5,3,0.5,0.433,1.1,1.6,0.705,0.1,1.2,1.3,2.8,0.5,0.1,1,0.9,5.2
Wesley Matthews,2018-19,32,DAL,NBA,SG,32,32,30.6,4.6,11,0.416,2.3,6,0.387,2.3,5.1,0.451,0.521,2.3,2.9,0.798,0.5,1.9,2.5,2.3,0.9,0.2,1.4,2.5,13.8
Luc Mbah a Moute,2018-19,32,LAC,NBA,PF,4,0,15.3,2,4.5,0.444,0.5,1.5,0.333,1.5,3,0.5,0.5,0.5,1.3,0.4,0.5,1.3,1.8,0.5,0.3,0.3,0.5,2,5
Patrick McCaw,2018-19,23,CLE,NBA,SG,2,0,18,1,3.5,0.286,0.5,1,0.5,0.5,2.5,0.2,0.357,0,0,0,0,1,1,1,0.5,0,1.5,0,2.5
CJ McCollum,2018-19,27,POR,NBA,SG,38,38,34.2,8.2,18,0.455,1.9,5.8,0.329,6.3,12.3,0.515,0.508,2.5,3,0.825,0.9,2.8,3.7,2.6,0.8,0.4,1.6,2.7,20.8
T.J. McConnell,2018-19,26,PHI,NBA,PG,33,0,20.2,2.9,5.2,0.559,0.2,0.6,0.333,2.7,4.5,0.591,0.579,0.5,0.5,0.833,0.4,1.8,2.1,3.5,1.1,0.3,1.4,1.7,6.4
Doug McDermott,2018-19,27,IND,NBA,SF,38,0,17.7,2.5,5.1,0.482,1.2,3,0.407,1.3,2.2,0.585,0.6,0.8,1,0.838,0.2,1.2,1.3,0.8,0.3,0.1,0.4,1.4,7
JaVale McGee,2018-19,31,LAL,NBA,C,32,32,23.5,5.4,8.8,0.612,0,0.1,0.25,5.3,8.7,0.617,0.614,1.2,1.9,0.65,2.6,4.3,6.9,0.8,0.8,2.5,1.6,2.5,12
Rodney McGruder,2018-19,27,MIA,NBA,SG,36,36,29.3,3.9,9.1,0.429,1.6,4.2,0.393,2.3,5,0.458,0.518,1,1.3,0.783,1,3.3,4.3,2.3,0.7,0.1,1.3,2.3,10.5
Alfonzo McKinnie,2018-19,26,GSW,NBA,SF,30,0,14.2,2.1,4.5,0.471,0.7,1.8,0.382,1.4,2.7,0.531,0.548,0.4,0.8,0.522,1.3,2.4,3.7,0.4,0.2,0.2,0.4,2,5.4
Ben McLemore,2018-19,25,SAC,NBA,SG,13,0,8,1,3.2,0.317,0.8,2.1,0.37,0.2,1.1,0.214,0.439,0.3,0.5,0.667,0.2,0.7,0.8,0.3,0.2,0.2,0.2,1.2,3.1
Jordan McRae,2018-19,27,WAS,NBA,SG,7,0,4.6,0.3,1.6,0.182,0,0.4,0,0.3,1.1,0.25,0.182,0,0,0,0.1,0.6,0.7,0.3,0.1,0.1,0,0,0.6
Salah Mejri,2018-19,32,DAL,NBA,C,13,0,6.4,1,1.7,0.591,0,0.2,0,1,1.5,0.65,0.591,0.4,0.5,0.833,0.6,1.5,2.2,0.5,0.2,0.1,0.2,1.2,2.4
De'Anthony Melton,2018-19,20,PHO,NBA,PG,23,15,20,2.4,6.3,0.382,0.9,2.5,0.345,1.5,3.7,0.407,0.451,0.5,0.6,0.857,0.4,2,2.4,2.8,1.5,0.3,1.6,2.4,6.2
Chimezie Metu,2018-19,21,SAS,NBA,PF,19,0,5.5,0.8,2.2,0.381,0,0.1,0,0.8,2.1,0.4,0.381,0.6,0.8,0.8,0.4,0.9,1.4,0.6,0.3,0.1,0.5,0.4,2.3
Khris Middleton,2018-19,27,MIL,NBA,SF,35,35,31,6.2,14.1,0.439,2.6,6.8,0.385,3.6,7.3,0.49,0.532,2.9,3.4,0.864,0.5,5.2,5.7,4,1.2,0.1,2.3,2.5,17.9
C.J. Miles,2018-19,31,TOR,NBA,SF,32,1,14.4,1.6,5.1,0.307,0.9,3.4,0.278,0.6,1.7,0.364,0.399,0.8,1,0.788,0.3,1.4,1.7,0.6,0.3,0.2,0.6,1.5,4.9
Darius Miller,2018-19,28,NOP,NBA,SF,34,4,22.7,2.3,5.7,0.407,1.7,4.5,0.382,0.6,1.2,0.5,0.557,0.6,0.6,0.864,0.2,1.4,1.6,1.6,0.6,0.3,0.8,2.4,6.9
Patty Mills,2018-19,30,SAS,NBA,PG,39,0,23.6,3,7.2,0.418,1.6,4.3,0.386,1.4,2.9,0.465,0.532,1.3,1.5,0.85,0.3,2.1,2.4,2.7,0.6,0.2,1.1,1.5,8.9
Paul Millsap,2018-19,33,DEN,NBA,PF,28,25,26,4.8,9.8,0.495,0.8,2.2,0.371,4,7.5,0.531,0.537,2.8,4,0.699,2,4.8,6.8,1.9,1.3,1,1.5,2.6,13.3
Shake Milton,2018-19,22,PHI,NBA,SG,8,0,5.5,1.1,2.3,0.5,0.6,1.3,0.5,0.5,1,0.5,0.639,0.3,0.3,1,0.4,0.4,0.8,0.8,0.4,0.1,0,0.8,3.1
Nikola Mirotic,2018-19,27,NOP,NBA,PF,25,22,30,6,13.4,0.452,2.5,7.2,0.348,3.5,6.1,0.575,0.546,2.8,3.3,0.841,1.6,7.6,9.2,1,0.8,0.6,1.2,2.4,17.4
Donovan Mitchell,2018-19,22,UTA,NBA,SG,35,35,32.3,7.5,18.3,0.41,2,6.7,0.299,5.5,11.6,0.474,0.465,3.1,3.9,0.787,0.6,2.9,3.5,3.4,1.6,0.3,2.6,2.7,20
Naz Mitrou-Long,2018-19,25,UTA,NBA,SG,2,0,6,0.5,1.5,0.333,0.5,1.5,0.333,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,1,1.5,1.5
Malik Monk,2018-19,20,CHO,NBA,SG,34,0,18.8,3.6,9.1,0.39,1.6,5,0.329,1.9,4.1,0.464,0.481,1.6,1.8,0.902,0.2,1.4,1.7,1.9,0.6,0.3,1.3,1.4,10.4
Greg Monroe,2018-19,28,TOR,NBA,C,23,2,11,2,4.3,0.47,0,0.1,0,2,4.2,0.485,0.47,0.9,1.4,0.625,1.8,2.3,4,0.4,0.3,0.2,0.7,1.4,5
E'Twaun Moore,2018-19,29,NOP,NBA,SF,36,27,30.1,5.4,11.1,0.486,1.5,3.4,0.427,3.9,7.7,0.513,0.552,0.9,1.2,0.721,0.8,1.6,2.4,2.1,0.8,0.2,1.1,2.6,13.2
Eric Moreland,2018-19,27,PHO,NBA,PF,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0
Jaylen Morris,2018-19,23,MIL,NBA,SG,4,0,7.3,1,2.5,0.4,0.3,0.8,0.333,0.8,1.8,0.429,0.45,0.3,0.5,0.5,0,1.3,1.3,1,0.5,0,0.3,0.3,2.5
Marcus Morris,2018-19,29,BOS,NBA,PF,34,17,27.4,5.5,11,0.497,2.3,5.2,0.435,3.2,5.8,0.553,0.6,2.2,2.5,0.881,0.8,5.3,6,1.4,0.6,0.3,1.4,2.8,15.4
Markieff Morris,2018-19,29,WAS,NBA,PF,34,15,26,4.2,9.6,0.436,1.4,4.2,0.333,2.8,5.4,0.516,0.509,1.7,2.1,0.781,1.2,3.9,5.1,1.8,0.7,0.6,1.4,3.4,11.5
Monte Morris,2018-19,23,DEN,NBA,PG,36,1,24.6,3.9,8.5,0.459,1.2,2.7,0.438,2.8,5.9,0.469,0.528,0.8,1,0.784,0.4,2.3,2.7,4.1,1,0.1,0.8,1.3,9.8
Emmanuel Mudiay,2018-19,22,NYK,NBA,PG,32,25,26.4,5.4,12,0.449,1.1,3.4,0.318,4.3,8.6,0.502,0.495,2.4,3.3,0.731,0.6,2.4,3,4,0.8,0.4,1.9,1.9,14.3
Jamal Murray,2018-19,21,DEN,NBA,PG,36,35,34.6,7.2,16.6,0.432,1.8,5.3,0.335,5.4,11.3,0.478,0.486,2.7,3.3,0.829,1,3.6,4.6,5,0.9,0.4,2.5,2,18.8
Dzanan Musa,2018-19,19,BRK,NBA,SG,7,0,3.7,0.9,2,0.429,0,0.9,0,0.9,1.1,0.75,0.429,0,0.3,0,0.1,0.3,0.4,0.1,0.3,0,0.4,0.1,1.7
Mike Muscala,2018-19,27,PHI,NBA,PF,32,3,22.9,2.3,6.2,0.381,1.6,4.6,0.338,0.8,1.5,0.51,0.508,1.5,1.8,0.814,1.1,3.4,4.5,1.5,0.3,0.6,0.9,2.5,7.8
Svi Mykhailiuk,2018-19,21,LAL,NBA,SF,25,0,10.2,1.1,3.1,0.346,0.7,2,0.353,0.4,1.1,0.333,0.462,0.3,0.6,0.533,0.2,0.5,0.7,0.8,0.4,0,0.6,0.6,3.2
Abdel Nader,2018-19,25,OKC,NBA,SF,20,1,7.2,1.2,2.5,0.469,0.4,1,0.35,0.8,1.5,0.552,0.541,0.2,0.2,1,0.2,1.3,1.4,0.2,0.2,0.1,0.4,0.9,2.9
Larry Nance,2018-19,26,CLE,NBA,C,37,15,26.1,3.6,6.7,0.538,0.4,1,0.351,3.3,5.7,0.571,0.564,1.5,2.1,0.722,2.2,5.5,7.7,3.2,1.5,0.7,1.3,3,9.1
Shabazz Napier,2018-19,27,BRK,NBA,PG,29,0,15.5,2.6,6.3,0.41,1.1,2.7,0.392,1.5,3.6,0.423,0.495,2.1,2.4,0.857,0.3,1.3,1.6,1.8,0.6,0.2,1,1.1,8.3
Raul Neto,2018-19,26,UTA,NBA,PG,16,0,9.8,1.6,3,0.542,0.4,1.2,0.368,1.2,1.8,0.655,0.615,0.7,0.8,0.917,0.1,1.1,1.3,1.9,0.4,0,0.9,0.9,4.4
Georges Niang,2018-19,25,UTA,NBA,PF,26,0,6.6,1.1,2.4,0.444,0.7,1.7,0.419,0.4,0.8,0.5,0.587,0.3,0.3,0.889,0.2,1,1.2,0.5,0.2,0,0.2,0.9,3.2
Joakim Noah,2018-19,33,MEM,NBA,C,13,0,11.8,1.6,3.4,0.477,0,0,0,1.6,3.4,0.477,0.477,0.9,1.6,0.571,0.8,2.3,3.1,1.1,0.2,0.5,1.2,1.8,4.2
Nerlens Noel,2018-19,24,OKC,NBA,C,37,1,13.9,2.1,3.5,0.597,0,0,0,2.1,3.5,0.597,0.597,0.9,1.3,0.729,1.8,2.9,4.7,0.6,1.1,1.5,0.6,2.2,5.1
Dirk Nowitzki,2018-19,40,DAL,NBA,PF,10,0,9.6,1.4,4.4,0.318,0.7,2.6,0.269,0.7,1.8,0.389,0.398,0.6,0.6,1,0,1.5,1.5,0.2,0,0.2,0.4,1.2,4.1
Frank Ntilikina,2018-19,20,NYK,NBA,PG,35,14,21.1,2.3,6.5,0.349,0.9,2.9,0.3,1.4,3.7,0.388,0.415,0.6,0.7,0.808,0.2,1.7,1.9,2.5,0.7,0.3,1.3,2.5,6
James Nunnally,2018-19,28,MIN,NBA,SF,13,0,4.9,0.7,1.6,0.429,0.4,1,0.385,0.3,0.6,0.5,0.548,0.3,0.3,1,0,0.3,0.3,0.4,0.1,0,0.1,0.3,2.1
Jusuf Nurkic,2018-19,24,POR,NBA,C,39,39,27.2,5.6,11.2,0.498,0.1,0.6,0.13,5.5,10.6,0.518,0.501,3.7,4.9,0.75,3.5,6.9,10.4,2.9,1.2,1.3,2.3,3.2,14.9
David Nwaba,2018-19,26,CLE,NBA,SG,21,6,16.4,2,4.7,0.424,0.4,1.7,0.257,1.6,3,0.516,0.47,1.5,2.4,0.64,0.5,2.3,2.8,0.7,0.6,0.3,0.4,1.7,6
Royce O'Neale,2018-19,25,UTA,NBA,SF,39,3,15.8,1.6,3.5,0.453,0.5,1.4,0.364,1.1,2.1,0.512,0.526,0.3,0.5,0.667,0.3,2.4,2.7,1.2,0.6,0.2,0.8,1.7,4
Kyle O'Quinn,2018-19,28,IND,NBA,C,17,0,6.6,1.2,2.6,0.477,0,0.3,0,1.2,2.3,0.538,0.477,0.4,0.4,1,0.7,1.7,2.4,1.2,0.2,0.5,0.5,1.2,2.8
Semi Ojeleye,2018-19,24,BOS,NBA,PF,28,2,11.5,1.4,3.4,0.421,0.6,2,0.304,0.8,1.4,0.59,0.511,0.4,0.6,0.647,0.5,1.3,1.8,0.3,0.2,0,0.4,0.9,3.9
Jahlil Okafor,2018-19,23,NOP,NBA,C,20,3,8,1.8,3.4,0.537,0,0,0,1.8,3.4,0.537,0.537,0.8,1,0.789,1.2,1.2,2.4,0.2,0.1,0.2,0.4,1.5,4.4
Elie Okobo,2018-19,21,PHO,NBA,PG,23,4,18.6,2.4,6.3,0.389,0.8,2.5,0.316,1.7,3.8,0.437,0.451,0.7,0.7,0.882,0.3,1.6,1.9,2.3,0.7,0.1,1.5,2.5,6.3
Josh Okogie,2018-19,20,MIN,NBA,SG,31,9,19.7,2.2,6.1,0.356,0.6,2.4,0.243,1.6,3.7,0.43,0.404,1.5,2.1,0.723,0.6,2.5,3.1,1.2,0.9,0.4,0.8,2,6.4
Victor Oladipo,2018-19,26,IND,NBA,SG,27,27,32.8,7.4,17.1,0.434,2.2,6.4,0.347,5.2,10.7,0.486,0.499,3.1,4.2,0.737,0.4,5.9,6.3,5.4,1.8,0.4,2.4,1.9,20.2
Kelly Olynyk,2018-19,27,MIA,NBA,PF,36,5,20.8,3,6.7,0.45,1.5,4.3,0.351,1.5,2.4,0.628,0.563,2.1,2.6,0.8,1,3.3,4.3,2,0.7,0.4,1.3,2.3,9.6
Cedi Osman,2018-19,23,CLE,NBA,SF,37,36,31.8,4.1,10.5,0.392,1.4,4.6,0.3,2.8,5.9,0.464,0.458,1.9,2.4,0.795,0.6,4.4,5,2.2,0.6,0.2,1.6,2.4,11.5
Kelly Oubre,2018-19,23,TOT,NBA,SF,38,7,25.8,4.4,10.2,0.43,1.4,4.4,0.323,3,5.8,0.511,0.5,2.2,2.7,0.808,0.7,3.4,4.1,0.7,0.8,0.8,1.1,2.5,12.4
Zaza Pachulia,2018-19,34,DET,NBA,C,32,0,13.1,1.3,3.2,0.412,0,0.1,0,1.3,3.1,0.424,0.412,1.8,2.3,0.77,1.8,2.7,4.4,1.5,0.7,0.3,0.8,2.2,4.4
Jabari Parker,2018-19,23,CHI,NBA,PF,30,17,29.6,5.9,13.2,0.451,0.9,3.1,0.29,5,10.1,0.5,0.485,2.1,2.9,0.724,1.2,5.6,6.8,2.2,0.6,0.3,2.6,2.3,14.9
Tony Parker,2018-19,36,CHO,NBA,PG,33,0,18.7,3.8,8.5,0.443,0.2,0.9,0.267,3.5,7.6,0.464,0.457,1.7,2.4,0.688,0.2,1.4,1.6,3.8,0.5,0.2,1.2,0.9,9.4
Chandler Parsons,2018-19,30,MEM,NBA,SF,3,3,15.3,2.3,5.7,0.412,1,3.3,0.3,1.3,2.3,0.571,0.5,0,0,0,0.3,1,1.3,0.7,0.3,0.3,0.7,2.3,5.7
Patrick Patterson,2018-19,29,OKC,NBA,PF,38,3,14.7,1.4,4,0.346,0.8,2.5,0.313,0.6,1.5,0.404,0.444,0.4,0.7,0.64,0.7,1.8,2.5,0.5,0.3,0.2,0.4,0.8,4
Chris Paul,2018-19,33,HOU,NBA,PG,26,26,33.2,5.3,12.7,0.415,2,5.8,0.353,3.2,6.9,0.467,0.495,3,3.7,0.813,0.6,3.4,4,8,2.1,0.3,3,2.6,15.6
Cameron Payne,2018-19,24,CHI,NBA,PG,31,12,17.3,2.2,5.4,0.411,0.5,1.9,0.271,1.7,3.5,0.486,0.458,0.7,0.8,0.88,0.3,1.4,1.7,2.7,0.6,0.2,1.1,1.6,5.7
Elfrid Payton,2018-19,24,NOP,NBA,PG,8,8,26.3,4.6,9.4,0.493,0.8,1.8,0.429,3.9,7.6,0.508,0.533,1.5,2.1,0.706,1,3.3,4.3,5.6,0.8,0.1,2.5,2.3,11.5
Theo Pinson,2018-19,23,BRK,NBA,SG,5,0,8.6,0.6,2.4,0.25,0,1.2,0,0.6,1.2,0.5,0.25,0.4,0.4,1,0.2,1.4,1.6,1.6,0.2,0,0.2,0.2,1.6
Mason Plumlee,2018-19,28,DEN,NBA,C,36,10,20.4,3.1,5.2,0.585,0,0.1,0.333,3,5.1,0.589,0.588,1.1,2.5,0.461,2.3,3.8,6.1,2.3,1.1,0.9,1.6,3.2,7.3
Miles Plumlee,2018-19,30,ATL,NBA,C,18,0,9.6,1.8,2.7,0.667,0,0,0,1.8,2.7,0.667,0.667,0.9,1.7,0.533,0.9,1.3,2.2,0.9,0.3,0.2,0.6,0.8,4.4
Jakob Poeltl,2018-19,23,SAS,NBA,C,35,4,15.3,2.4,4,0.612,0,0,0,2.4,4,0.612,0.612,0.8,1.3,0.63,2.3,2.9,5.1,1.2,0.2,0.7,0.7,1.5,5.7
Quincy Pondexter,2018-19,30,SAS,NBA,SF,29,0,6,0.6,1.1,0.515,0.2,0.4,0.385,0.4,0.7,0.6,0.591,0.9,1.1,0.806,0.2,0.9,1.1,0.5,0.3,0,0.3,0.6,2.2
Otto Porter,2018-19,25,WAS,NBA,SF,27,25,28.6,4.7,9.6,0.488,1.3,3.8,0.35,3.4,5.8,0.58,0.558,0.9,1.2,0.758,1,4.5,5.5,2,1.5,0.6,0.9,1.5,11.7
Bobby Portis,2018-19,23,CHI,NBA,PF,9,4,24.4,4.8,11.6,0.413,0.7,2.7,0.25,4.1,8.9,0.463,0.442,1.7,2.4,0.682,1.4,6.6,8,1.2,0.4,0.8,1.4,2.7,11.9
Dwight Powell,2018-19,27,DAL,NBA,C,34,0,16.5,3,5.4,0.56,0.3,1.6,0.185,2.7,3.8,0.719,0.588,2.3,3,0.765,1.3,2.9,4.3,0.9,0.5,0.6,0.9,2.8,8.6
Norman Powell,2018-19,25,TOR,NBA,SG,18,2,17.6,2.5,5.3,0.469,0.8,2.5,0.333,1.7,2.8,0.588,0.547,0.7,0.9,0.813,0.1,2.1,2.2,1.2,0.6,0.2,0.8,1.6,6.6
Alex Poythress,2018-19,25,ATL,NBA,PF,18,1,13.5,1.9,3.6,0.538,0.4,1,0.389,1.6,2.6,0.596,0.592,0.6,1.2,0.524,1.3,1.9,3.3,0.7,0.2,0.4,0.6,2.2,4.9
Zhou Qi,2018-19,23,HOU,NBA,PF,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Ivan Rabb,2018-19,21,MEM,NBA,PF,12,0,6.9,1.2,1.9,0.609,0,0.2,0,1.2,1.8,0.667,0.609,0.4,0.6,0.714,1,1.8,2.8,0.8,0.1,0.2,0.8,1.3,2.8
Chasson Randle,2018-19,25,WAS,NBA,PG,9,0,14.7,2.1,4.8,0.442,1.1,2.4,0.455,1,2.3,0.429,0.558,1.4,1.9,0.765,0.6,0.7,1.2,1.9,0.8,0.1,1.1,2,6.8
Julius Randle,2018-19,24,NOP,NBA,C,38,18,29.2,7.4,13.7,0.543,0.6,1.8,0.329,6.8,11.9,0.576,0.565,4.4,6.3,0.704,2.4,6.9,9.3,2.7,0.6,0.6,2.4,3.5,19.9
J.J. Redick,2018-19,34,PHI,NBA,SG,39,26,30.9,6.1,13.8,0.443,2.9,7.6,0.379,3.2,6.2,0.523,0.548,3.1,3.4,0.903,0.2,2.1,2.3,2.8,0.3,0.2,1.4,1.9,18.3
Davon Reed,2018-19,23,IND,NBA,SG,4,0,2.5,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
Josh Richardson,2018-19,25,MIA,NBA,SG,36,36,35,6.4,15.6,0.409,2.6,6.9,0.381,3.8,8.8,0.43,0.492,3.1,3.6,0.862,0.9,3.1,3.9,3.7,1.2,0.6,1.9,2.9,18.5
Malachi Richardson,2018-19,23,TOR,NBA,SG,19,0,5,0.4,1.4,0.308,0.4,1.2,0.318,0.1,0.2,0.25,0.442,0.2,0.3,0.8,0.1,0.6,0.7,0,0.1,0,0.4,0.7,1.4
Austin Rivers,2018-19,26,TOT,NBA,SG-PG,34,4,25.6,2.9,7.3,0.398,1.3,4,0.328,1.6,3.3,0.482,0.488,0.8,1.5,0.519,0.4,2.2,2.6,2.2,0.6,0.3,1.2,2.6,7.9
Devin Robinson,2018-19,23,WAS,NBA,SF,2,0,9,2,3.5,0.571,0,0,0,2,3.5,0.571,0.571,1,1.5,0.667,1,2,3,0.5,1,0.5,0,1,5
Duncan Robinson,2018-19,24,MIA,NBA,PF,4,0,7.3,0.5,1.5,0.333,0.5,1.5,0.333,0,0,0,0.5,0,0,0,0,1.3,1.3,0,0.3,0,0,0.3,1.5
Glenn Robinson,2018-19,25,DET,NBA,SF,25,16,15.6,1.7,4.3,0.389,0.4,1.5,0.297,1.2,2.8,0.437,0.44,0.9,1,0.846,0.3,1.2,1.5,0.5,0.4,0.2,0.5,1,4.7
Jerome Robinson,2018-19,21,LAC,NBA,SG,8,0,5,1.1,2.3,0.5,0.6,1.1,0.556,0.5,1.1,0.444,0.639,0,0,0,0,0.4,0.4,0.1,0,0,0.1,0.8,2.9
Mitchell Robinson,2018-19,20,NYK,NBA,C,28,12,17.2,2,3.2,0.64,0,0,0,2,3.2,0.64,0.64,0.6,1.1,0.531,2.1,1.8,3.9,0.6,0.7,1.8,0.6,3.2,4.7
Rajon Rondo,2018-19,32,LAL,NBA,PG,14,2,24.4,3.6,7.9,0.45,0.7,2,0.357,2.9,5.9,0.482,0.495,0.6,0.9,0.615,0.8,3.6,4.4,6.7,1,0,2.1,2.1,8.4
Derrick Rose,2018-19,30,MIN,NBA,PG,32,11,29.8,7.4,15.2,0.486,1.5,3.3,0.462,5.8,11.9,0.492,0.536,2.6,3.1,0.838,0.7,2.2,2.8,4.8,0.7,0.3,1.8,1.3,18.9
Terrence Ross,2018-19,27,ORL,NBA,SG,38,0,25.6,5,11.6,0.433,2.1,5.5,0.389,2.9,6.1,0.472,0.525,1.1,1.3,0.82,0.3,2.8,3.1,1.4,0.8,0.4,1.1,1.7,13.3
Terry Rozier,2018-19,24,BOS,NBA,PG,38,4,23.1,3.1,8.2,0.383,1.5,4.1,0.359,1.7,4.1,0.406,0.473,1,1.3,0.765,0.5,3.5,3.9,2.8,0.9,0.3,0.8,1.4,8.8
Ricky Rubio,2018-19,28,UTA,NBA,PG,38,38,29.8,4.5,11.4,0.393,1.4,4.2,0.335,3.1,7.2,0.427,0.455,2.3,2.8,0.84,0.4,3.3,3.7,6.3,1.3,0.2,3.1,2.8,12.8
D'Angelo Russell,2018-19,22,BRK,NBA,PG,39,39,29.5,7.1,16.8,0.42,2.4,6.7,0.354,4.7,10.1,0.464,0.491,1.6,2,0.808,0.5,3.3,3.8,6.4,1.2,0.3,2.9,1.7,18.2
Domantas Sabonis,2018-19,22,IND,NBA,C,36,1,24.9,5.9,9.3,0.631,0.1,0.2,0.833,5.8,9.2,0.627,0.638,2.9,3.9,0.752,2.6,7,9.6,2.8,0.6,0.6,2.5,3.2,14.9
Dario Saric,2018-19,24,TOT,NBA,PF,38,14,25.8,3.8,9,0.425,1.4,4.2,0.338,2.4,4.8,0.503,0.504,1.6,1.8,0.897,1.4,4.5,5.9,1.6,0.5,0.2,1.3,2.3,10.7
Tomas Satoransky,2018-19,27,WAS,NBA,SG,39,13,21.3,2.4,4.9,0.492,0.6,1.6,0.393,1.8,3.4,0.538,0.554,1.3,1.5,0.817,0.7,1.7,2.4,3.1,0.8,0.2,1,2,6.7
Dennis Schroder,2018-19,25,OKC,NBA,PG,37,10,29.6,6,14.5,0.411,1.3,4.2,0.31,4.7,10.4,0.452,0.455,2.3,2.8,0.819,0.5,3.4,3.9,4.5,1,0.2,2.7,2.3,15.6
Mike Scott,2018-19,30,LAC,NBA,PF,38,0,15,1.7,4.6,0.382,0.9,2.6,0.36,0.8,1.9,0.411,0.486,0.2,0.4,0.643,0.5,3.1,3.6,0.9,0.4,0.2,0.5,1.7,4.7
Thabo Sefolosha,2018-19,34,UTA,NBA,SF,25,0,11.2,1.1,2.2,0.5,0.5,1.1,0.481,0.6,1.1,0.519,0.62,0.2,0.5,0.5,0.2,2.6,2.8,0.4,0.8,0,0.6,0.9,2.9
Wayne Selden,2018-19,24,MEM,NBA,SG,32,0,14.2,2,5,0.404,0.6,2,0.317,1.4,3.1,0.459,0.466,0.7,0.9,0.759,0.5,0.9,1.4,1.1,0.3,0.2,0.7,1.5,5.4
Collin Sexton,2018-19,20,CLE,NBA,PG,39,29,29.7,5.8,13.9,0.417,0.8,2.1,0.388,5,11.8,0.422,0.446,2.3,2.6,0.871,0.6,2.4,3,2.7,0.5,0.1,2.2,2.6,14.6
Landry Shamet,2018-19,21,PHI,NBA,SG,39,2,20.1,2.6,6.1,0.427,1.7,4.4,0.388,0.9,1.8,0.522,0.565,0.8,0.9,0.811,0.3,1.2,1.5,0.9,0.4,0.2,0.5,2,7.7
Iman Shumpert,2018-19,28,SAC,NBA,SG,31,29,25.7,3.3,8.1,0.406,1.9,5,0.377,1.4,3.1,0.454,0.522,0.9,1,0.844,0.4,2.5,2.9,2,1.3,0.4,0.8,2.4,9.3
Pascal Siakam,2018-19,24,TOR,NBA,PF,39,38,30.5,5.8,10,0.575,0.7,2.1,0.346,5.1,7.9,0.635,0.611,2.5,3.1,0.795,1.4,5.1,6.5,2.8,1,0.7,1.7,3,14.7
Ben Simmons,2018-19,22,PHI,NBA,PG,38,38,33.2,6.5,11.2,0.576,0,0,0,6.5,11.2,0.576,0.576,3.3,5.7,0.588,2.1,7,9.1,7.9,1.3,0.8,3.4,2.7,16.3
Jonathon Simmons,2018-19,29,ORL,NBA,SG,33,7,21,2.7,7.3,0.369,0.5,2,0.227,2.2,5.3,0.423,0.4,1.5,1.8,0.803,0.5,1.9,2.4,2.2,0.5,0.4,1.4,1.6,7.3
